Irgendwie bin ich mit ein paar wirklich tollen Freunden in meinem Leben gesegnet, die mich lieben und mir Mut zusprechen, wenn es mir nicht so gut geht. So ein Glück.	2.726315789	0.7659	positive
Juhu. Ein weiteres gutes Telefoninterview.	1.443298969	0.2384	positive
Gestern Abend waren wir 17 Personen &amp; die Liebe war so stark, dass jeder sie spürte. Sogar die Band. Ich liebe liebe liebe liebe gute Leute in meiner Ecke zu haben.	2.873684211	0.5898	positive
LMAO, AMAZING!	2.857142857	0.5093	positive
Zwei Worte, die dieses Jahr sterben sollten: Sexting und Jeggings. Stirb, stirb, stirb	-2.154639175	-0.3243	negative
Today I'm grateful for good food, good wine and good friends. #gratitude #fb	2.510869565	0.0	neutral
Verdammt, Verspätung nervt.	-1.360824742	-0.3818	negative
Opal Divine ist bei der FSN-Crew.	0.131313131	0.0	neutral
Igitt. Ich hasse hasse hasse es, Blut abgenommen zu bekommen.	-1.773195876	-0.4389	negative
Ich liebe, liebe, liebe, dass ich gerade mit @anonymous @anonymous und @anonymous zusammen war. Trifecta of awesome.	2.724489796	0.4201	positive
Blöder Regen. Blöde Laufbandhölle.	-1.628865979	-0.4008	negative
Ich frage mich langsam, ob meinem alten Vermieter das Gebäude, in dem wir wohnten, wirklich gehörte.	-0.776595745	-0.4588	negative
Mir geht es nicht um Treffen. Mir geht es um Taten.	0.557894737	0.0	neutral
Verflucht! MJ ist tot! Ein echter Verlust.	-2.531914894	-0.562	negative
Ich liebe dieses Gefühl :D	1.989690722	0.743	positive
@anonymous :) ha ha, du bist so witzig. der heutige tag war großartig. morgen sollte es noch besser werden.	2.515463918	0.5989	positive
Ich werde dem regnerischen Tag in Walt Disney World trotzen, um etwas Spaß zu finden.  Hoffentlich etwas trockenen Spaß. LOL	1.391752577	0.4738	positive
Es ist Fotografie-Saison in Karlsbadistan. Zeit für Nadellöcher.	0.306122449	0.0	neutral
Ich habe gerade die coolste Werkzeugkombination in #Illustrator entdeckt: das Stift-Werkzeug und das Bleistift-Werkzeug.	1.737373737	0.4939	positive
Verpiss dich vor dem Regen. Verpiss dich Kater.	-1.927835052	0.0	neutral
Nebenbei bemerkt ist SUPER begeistert, dass Neil Patrick Harris einen Preis gewonnen hat! :D DAS IST MEIN JUNGE!!!!!!!	2.957894737	0.7499	positive
Ein weiterer Mistkerl im Flugzeug. Diesmal meckert er über seine Tasche. Schlampe Schlampe Schlampe	-2.81443299	-0.311	negative
@anonymous :) :) :) :) :) :)	2.453608247	0.9517	positive
Adams Traum-BCS: #1 Oregon #2 Auburn #3 TCU #4 OU #5 LSU #6 Boise.  7-10 bleiben gleich. Boise hat niemanden geschlagen.	0.139784946	-0.1589	negative
@anonymous LOL.  Ich liebe das! :D	2.284210526	0.568	positive
Liebe neue Glee und Parenthood. Zum Glück funktioniert die selbstgebaute Antenne von @anonymous! http://url_removed	1.979381443	0.5312	positive
Der Wetterkanal wird ab sofort freitags wetterbezogene Filme zeigen. Ich schätze, das Wetter ist freitags eher ruhig.	0.042105263	0.2384	positive
Verdammt, Braves!  Verdammt, verdammt, verdammt!	-2.138297872	0.0	neutral
heute einige wertvolle Microsoft-Kenntnisse zu erwerben.	1.368421053	0.2732	positive
Ja, mein Kopf tut weh. Die Schwerkraft ist so ein verdammtes Miststück.	-1.642105263	-0.2535	negative
Ein Querschnitt durch die Ernte des Wochenendes. Dies ist genau die richtige Zeit für WV-Erdbeeren (und weniger überfüllt als die Orte in der Nähe von DC) http://url_removed	0.474226804	0.3548	positive
Ich denke über das Wochenende nach.  Ich glaube, ich muss ein bisschen raus...	0.412371134	0.2553	positive
Unten auf der Sechsten im Osten, um das Team Bartlett zu überwachen.	0.073684211	-0.2263	negative
schlechte Laune. :'(	-2.294736842	-0.4671	negative
Wut ist hässlich.	-1.010526316	-0.7964	negative
Kann jemand einen guten DocBook XML-Editor empfehlen, vorzugsweise kostenlos? Bin nicht begeistert von Serna oder XXE. Würde gerne eine schöne GUI haben. #techcomm	0.083333333	0.2211	positive
Magen gefüllt, juhu, zurück auf der Straße, juhu	2.12371134	0.25	positive
Langes, aber wirklich lustiges Wochenende. Ich bin so froh, dass ich wieder in einer lustigen Beziehung bin. Ein gutes Gefühl!!!	2.563829787	0.4014	positive
Wowser. Danke für die Glückwünsche, ihr Lieben :)	2.081632653	0.4675	positive
wow	0.705263158	0.0	neutral
Bin gerade dabei, die neueste @anonymous zu hören. Unbeirrbar aufgeregt.	1.092783505	0.0952	positive
Apfelmus, Schlampe.	-0.793814433	0.0	neutral
Wow, @anonymous und @anonymous, ich liebe die heutige PCW: http://url_removed Nette Mischung aus niedlichen Charakterdesigns und lustiger Pointe.	1.897959184	0.8126	positive
Ich habe gerade die Smiley-Taste auf meinem Handy entdeckt :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-)	2.484536082	0.9917	positive
Erster Tag der ohca-Messe. Frühstück und dann Spielzeit!	1.378947368	0.0	neutral
Ich liebe Juwel. Sie ist wunderschön. =)	2.690721649	0.5217	positive
Herzlichen Glückwunsch zu Ihrer Auszeichnung für herausragende Leistungen D.B. @anonymous! Und vielen Dank für diese großartige Rede http://url_removed	2.559139785	0.4998	positive
Was ist das Licht am Ende des Tunnels? Der Ausgang oder ein Zug?	-0.183673469	-0.17	negative
Gelangweilt, verwirrt, gefrustet :|	-2.268041237	-0.4939	negative
"Sprechen Sie mir nach: ""dcpromo ist mein Freund... dcpromo ist mein Freund"""	0.489795918	0.0	neutral
Ein Hoch auf die neuen Möglichkeiten!	2.408163265	0.7901	positive
Oh Yay! Butler won! I love it when Florida loses :D	2	0.4628	positive
Alles Gute zum Geburtstag Jim Price!! :-) (du bist großartiger als du dir erträumen kannst) Hoffentlich war der heutige Tag der beste aller Zeiten!!  :-D	2.765957447	0.6485	positive
macht sich nach einem Brunch bei Panera in Conway auf den Weg zum Rock, um Fußball zu spielen.	0.731958763	0.34	positive
NEIN NEIN NEIN NEIN NEIN NEIN NEIN NEIN NEIN NEIN. RT @anonymous: Pedroia auf dem Weg nach Boston für eine mögliche Knieoperation? WTF WTF	-2.680851064	-0.2149	negative
Mein Bruder hat gerade gefragt, ob Houston Nutt die Spielzüge für Texas vorgibt. Lauf durch die Mitte. Lauft durch die Mitte. Lauft durch die Mitte.	-0.101010101	0.085	positive
