http://www.filmstarts.de/kritiken/56892.html	positive	Wow! Der Film begeistert durch die durch und durch abgedrehten Charaktere und Episoden sowie die absolut passende und starke Elektronikmusic.Da er sich in keine Schublade einordnen lässt hat man anschließend noch viel Gesprächsstoff zum diskutieren.Alles in allem nicht für die breite Masse sondern für Leute die mal was anderes sehen wollen.
http://www.filmstarts.de/kritiken/146628.html	positive	Nachdem mir ein guter Freund vor 2 Jahren irrtümlicherweise sagte, dass es sich bei Battleship um laue kost handelt. Gab ich dem Blockbuster trotzdem eine Chance, mich zu überzeugen. Vielen dank Hollywood, die Zeit war gut investiert und ich wurde bestens Unterhalten.  Zwar handelt sich hier wieder um ein no brainer, da es doch einige Logik löcher gibt. Spoiler: Wie zum bsp. das die Invasoren die Kriegsschiffe nicht sofort zerstören, mit ihrerem überlegenem Waffenarsenal. Da steckt der Grund wahrscheinlich darin das der Streifen dann nur 45min ginge. Zudem hinterlässt der Film von Peter Burg einige offenen Fragen. Was wollen die Aliens auf der Erde? Spoiler: Unbewaffnete Erdlinge werden von den Invasoren verschont, aus welchem Grund? Da hätte sich man schon mehr Infos von den Feindliche Angreifern gewünscht.  Positiv auffallend war, das Battleship zu keinem Zeitpunkt langatmig war. Die Action ist Rasant und knackig, gespickt mit einer Prise Humor. Leckere Zutaten für einen ausgelassenen Feierabend. Hätte nicht gedacht das Schiffe versenken soviel Spass machen kann.
http://www.filmstarts.de/kritiken/19642.html	positive	Ich war zunächst etwas skeptisch, und wollte mir den Film für den richtigen Moment aufheben, doch den gibt es nicht.  Die Geschichte scheint recht simpel zu sein, doch sie ist (kurios),bewegend und sehr eindrucksvoll geschildert.  Sie gibt einem einen funken Hoffung das Schlechte was im Menschen lauert und sich heutzutage in allen Formen und Farben abspielt (Selbstinterpretation eines jeden hier Lesenden), zu beseitigen und das Schöne bzw. die Einfachheit zu erleben.  Ich bin an diesem heutigen Abend noch immer sehr gerührt.  Einfach, wie soll man sagen, genial. Aber nur 9/10, da sich mir die Frage aufdrängt, wieso in ein solch hohes Alter gelangen und so viel Leid auf der Welt verkraften können.
http://www.filmstarts.de/kritiken/5818.html	positive	DER Film schlechthin, zumindest in meiner Teeniezeit! Nie wieder bin ich 5mal ins Kino gerannt um den gleichen Film immer und immer wieder zu sehen, nie mehr habe mein letztes Taschengeld ausgegeben um ein Liebespaar zu bestaunen, nie mehr habe ich so sehr gelitten und geheult! Wahnsinn! Der Titanic-Hype war schon einmalig und gehörte eine kleine Weile ganz fest zu meinem ,,Pubertäts-Leben''!
http://www.filmstarts.de/kritiken/40623.html	positive	Der Film ist einfach nur hammermäßigobergeil!!!  Vor dem film hab ich mir auch die anderen oft angeschaut und war schon ganz aufgeregt,wie die Geschichte jetzt ausging.  Die Grafik und die Schauspieler sind auch totall klasse.Den film muss man einfach gesehen haben!!!
http://www.filmstarts.de/kritiken/28629.html	positive	Hable con ella ist mein absoluter lieblingsfilm von almodovar und zählt seit vielen jahren für mich zu den besten filmen die ich je gesehen habe. es ist weniger die story die diesen film so einmalig macht, sondern das ganze drum herum. dieser film bildet mit seinen verschiedenen drehorten,interessanten charakteren,emotionalen berg und talfahrten,den kameraeinstellungen,der bezaubernden musik und den melancholischen momenten ein kunstwerk. geschaffen von einem der besten regisseure aller zeiten. ( meiner meinung nach gehört pedro almodovar zur talentiertesten noch lebenden regisseur riege auf der welt )
http://www.filmstarts.de/kritiken/203607.html	positive	Als das Ehepaar Perron (Lili Taylor und Ron Livingston) zusammen mit ihren fünf Töchtern in ein altes Farmhaus in Rhode Island zieht wollten sie eigentlich ein neues ruhigeres Leben beginnen. Schon bald gehen in dem Haus aber seltsame Dinge vor sich. Anfangs sind es nur unheimliche Geräusche, aber nach und nach wird die Situation schlimmer und die Familie fühlt sich ernsthaft bedroht. Ihre einzige Hoffnung sind die Geisterjäger Ed (Patrick Wilson) und Lorraine Warren (Vera Farmiga). Denen wird schnell klar, dass sich ein böser Dämon im Haus befindet, der von Carolyn Perron Besitz ergreifen will. Selbst für die erfahrenen parapsychologischen Wissenschaftler stellt dieser Fall die bisher größte Herausforderung dar.  Wie viele andere Horrorfilme beruht auch The Conjuring angeblich auf wahren Begebenheiten. In diesem Fall allerdings hat sich die echte Lorraine Warren (mittlerweile 86 Jahre alt) dazu geäußert. Der Film soll sich nahe an den tatsächlichen Ereignissen des Jahres 1971 orientieren. Auch Andrea Perron, die ihre damaligen Erfahrungen in einem Buch veröffentlicht hat, bestätigt die Authentizität.  Ob man dies nun glaubt oder nicht spielt eigentlich keine große Rolle, da The Conjuring auch ohne „wahre Begebenheit“ funktionieren würde. Der Film lebt von dem subtilen Horror, der sich in knarrenden Dielen, Klopfen an den Wänden oder quietschenden Türen ausdrückt. Die Atmosphäre in der ersten Hälfte ist wirklich erdrückend und Gänsehaut lässt sich nicht vermeiden. In den stärksten Szenen läuft es dem Zuschauer in der Tat eiskalt den Rücken runter. Schock-Momente gibt es natürlich auch ein paar. Diese werden aber weniger durch laute Soundeffekte als durch gute Kameraeinstellungen erzeugt.  Gegen Ende des Films wird aus der subtilen Spannung dann doch noch ein richtiger Exorzismus-Horror. Es geht laut und hektisch zu und erinnert wieder an die typische Massenware aus Hollywood. Hier stört das allerdings nicht allzu sehr, da man bis zu diesem Zeitpunkt schon genug Angstschweiß ausgesondert hat und in den groben Szenen etwas Erleichterung findet.  Was The Conjuring letztendlich deutlich von anderen Geisterfilmen abhebt sind die Charaktere. Die starke Besetzung rund um Vera Farmiga und Patrick Wilson sorgt für die wichtige Bindung zum Zuschauer. Man schaut den Protagonisten nicht einfach nur zu, sondern ist mitten drin bzw. leidet zusammen mit ihnen.  Hat man schwache Nerven ist es sehr wahrscheinlich, dass man bei The Conjuring ernsthaften Schaden nimmt: Schlaflose Nächte und/oder Alpträume sind garantiert! Fans des subtilen Horrors werden den Film lieben. Es ist definitiv der gruseligste Film seit Insidious aus dem Jahr 2010. Um die beste Wirkung zu erzielen sollte man sich The Conjuring nachts in einer Spätvorstellung ansehen… unter den Horror-Fans trennt sich dann nämlich die Spreu vom Weizen :  Fazit: The Conjuring ist kein Film für schwache Nerven und ist eben deshalb so gut. Ein Muss für jeden Horror-Fan!
http://www.filmstarts.de/kritiken/15254.html	positive	Agentin Aika..?    ja diese Serie strotzt nur von Niveau.    Es gibt so viele gutdurchdachte Animes (S.E.Lain, Paranoia Agent), doch die meisten bevorzugen lieber Digimon & co.     An 74nk-God: es gibt sehr viele gute  Cyberpunk Animes, zwar nicht in so einer Qualität bzw anderer..doch vor allem der Inhalt kann sich zeigen lassen. Google hilft da bei der suche.      Und MTV zeigt nur das was die Masse bewegt und toll findet (escaflowne z.b.). Wobei mich die zwei Anime serien bei Viva (X,Noir) sehr überrascht haben, da ich sie persönlich für sehr gut halte und anspruchsvoll und sie trotzdem auf so einem Sender wie Viva ausgesendet wurde.      Nun der Film ist wie die meisten bestätigen können für damalaige Verhältnise ein meilenstein. Eine perfekt durchdachte Storie mit guter Animation.    (Bei Ghost in the Shell Stand alone complex bin ich aber anderer meinung. Natürlich ist auch dieser Anime optisch schön getaltet, und vor allem das Opening ist höhrenswert. Doch der Inhalt ist nicht sonderlich neues. Es istallein eine hinhalte taktik..nichts spannendes. Erst am Schluß bahnt sich langsam eine wirkliche Geschichte auf (um den lachenden Mann), doch das ist schon alles. Schauen nur nocfh die meisten auf das äußere einer Serie..? Wen kümmert es schon wenn die Charaktere gut gestaltet sind wenn es absolut keinen Inhalt in der kompletten Serie gibt.)
http://www.filmstarts.de/kritiken/29189.html	positive	Von durchnittlichem Film kann hier nicht die Rede sein. Der Film ist einfach ein Spitzenfilm.  Die jungen Darsteller sind später grosse Stars geworden )Sam Rockwell vor allem) und über die Veteranen Gene Hackmann und Danny DeVito  kann man nur sagen, die sind wieder mal einfach genial. Die Regie ausgezeichnet und die Spannung bis zur aller letzten Minute.  Wer diesen Film mittelmässig findet ist es , entweder weil er zu jung ist oder überhaupt keine Ahnung hat.
http://www.filmstarts.de/kritiken/126169.html	positive	"Wer mal wieder einen richtig herben,temporreichen und vor allem unterhaltsamen und rasanten Kinotrip erleben will, ist hier am besten aufgehoben. Denn bei "" 96 Hours"" handelt es sich um ein herrlich Old-School-mäßiges Revenge-Movie, wie es besser nicht hätte verfilmt werden können.Dabei dient die simple Selbstjustizstory lediglich als Aufhänger für eine Aneinanderreihung von knallharten Actionszenen und herben Rachefeldzügen.Der Hauptdarsteller, der den Vater der entführten Tochter darstellt, spielt seine Story als kaltblütigen und rabiaten Vollstrecker absolut erstklassig. Hier ist pures Entertainment Programm und das bekommt man hier allemal geboten!"
