1575231828222390272	@Die_Gruenen @nouripour @derspiegel #DankeHabeck  Ah, du willst die Energiepreise weiter nach oben treiben, die Inflation anheizen und den Kampf gegen die deutsche Bevölkerung gewinnen indem sie weiter in die Armut getrieben werden. Das ist doch das was du unter Sanktionen verstehst?	neg	-0.6597	negative
1575389475769061376	Soll der Depp doch die Ammis fragen..  Selenskyj bittet Scholz um weitere Waffen und schärfere Sanktionen   https://t.co/CTHJBZmdz3  -- Empfohlen von WELT News für Android  https://t.co/kijB7WxzAh	neg	0.7184	positive
1575060073352957953	@Bozzetto3000 Nachtrag: Die EU plant weitere Sanktionen. Dieses Mal wird es wohl wieder uns treffen.  https://t.co/b7ISrcONLM	neg	0.0	neutral
1575501700303294464	10% Jahresinflation und eine #Rezession voraus - was kommt noch? Im März 22 versprach @OlafScholz im @Bundestag, dass es keine #Sanktionen geben werde, die uns mehr treffen als Putin - gilt das noch?   https://t.co/NWkg2upRv6	neg	0.0	neutral
1574116632389070849	@ntvde Die Sanktionen haben null Auswirkungen gehabt! Ns2 eröffnen, jetzt!!!!!	neg	0.0	neutral
1576608887968792576	@ChrisEbner_FM Die #Sanktionen wirken, sonst würde RU das Gas nicht abdrehen. Das trägt offensichtlich auch zum Kriegaverlauf bei, indem es die Stellung Putins im Land schwächt.	pos	-0.2732	negative
1575173017017393152	@GoaVetz @Regenbo85589861 Ich sagte nur: ich bin irritiert. Das war es schon. Danach fing das Feuerwerk an. Wenn Du es weißt, wer es war, ist das ok. Ich weiß es jedenfalls nicht. Ich traue es beiden zu! Bsp. Die USA haben „Beweise“ gefälscht damit sie den Irak überfallen konnten. Sanktionen?? Null!!	pos	-0.7927	negative
1574692987199700992	@ManuelaSchwesig @_FriedrichMerz Sie haben als Steigbügelhalterin russischer Interessen und einer die internationalen Sanktionen unterlaufenden „Umweltstiftung“ keinerlei moralisches Recht sich zum Thema Ukrainekrieg zu äußern!	pos	0.7088	positive
1576248467516973056	@paul220761 Es ist erstaunlich ruhig geworden, nach dem terroristischen Anschlag auf unsere Energieversorgung? Warum befragt man nicht diesen Ex Außenminister von Land das 1,3 Billionen Euro von uns haben möchte? Und stellt sich heraus dass die USA dahinter steckt, gibt dann auch Sanktionen?	neg	0.6416	positive
1576720960140738561	@ofassen @derspiegel Die halbe Welt hat Sanktionen gegen Russland? Meinen Sie mit der halben Welt die USA und Europa, die 14 Prozent der Weltbevölkerung ausmachen? Dem gegenüber stehen die BRICS Staaten mit einen Anteil von 40 Prozent der Weltbevölkerung.  Einfach Bullshit was sie schreiben.	neu	0.3939	positive
1575019600588476417	@ZDFheute Sanktionen suuuper, bin immer dafür, absolut. Nur was ist mit Lufthansa? Und was ist mit den restlichen Leuten, also Oligarchen,die noch Putin finanzieren und in einigen Ländern Schutz bekommen? Was sollen diese Sanktionen denn sonst sein,außer diese? Kein Toilettenpapier mehr?	pos	0.4329	positive
1575510615996645376	Selenskij bittet Scholz um mehr Waffen und schärfere Sanktionen  https://t.co/LK55L7wQL4 via @KURIERat	pos	0.5267	positive
1574815857947074562	@Segeltexter @JZirm Ah, Sie sind Russe, dann macht es Sinn, dass es Sie das glauben. Der Rest interessiert sich nicht dafür, ob die russ. Verfassung glaubt, dass es Russland ist. International wird das nicht annerkannt und die Sanktionen werden nicht aufgehoben.	pos	0.8625	positive
1576837560394924032	@ABaerbock Wo sind die Sanktionen gegen die USA Verbrecher Staaten?  NS 1 und 2 sprengen.  Stellvertreter Krieg in Ukraine angezettelt. Putsch durch CIA und MI6 in Kiew 2014 durchgeführt.  Baerbock,  Sie sind eine Fehlbestzung.	neg	-0.802	negative
1575226822316683264	Was wäre eigentlich wenn #Deutschland heute sagt:  Keine Unterstützung mehr für die #Ukraine und alle #Wirtschaftssanktionen und #Sanktionen werden zurückgenommen!?  Wären wir dann für die #USA Feindesland!?  Wenn 🇩🇪 neutral wäre würde es seiner neuen Führungsrolle besser gerecht	neu	0.8265	positive
1575805334509457408	@LeonardosCabrio @JulianRoepcke Exakt. Nur irgendwie begreift das keiner. Einige Sanktionen sind aber wichtig!	pos	0.68	positive
1575610994386407424	@knuff37 @SWagenknecht Die Sanktionen treffen uns, so ein stupider Kommentar.	neg	0.0	neutral
1575917345025183745	@HBraeunle @InterBurger @chfilm @Lynxxotronic Das ändert nichts an der Tatsache daß die USA, Aserbaidschan, die Saudis auch Angriffskriege führen und du da keine Sanktionen oder einen Stop der Handelsbeziehungen forderst! Es geht dir nicht um irgendwelche leidenden Zivilisten! Du willst Russland einfach nur verlieren sehen!	neu	0.465	positive
1575120988576137216	@ZDFheute Sanktionen gegen wen? Aber wahrscheinlich ist das zweitrangig, erstmal die Sanktion festlegen, die uns maximalen Schaden zufügt, danach kann man immer noch eine  Schuldigen finden.	neg	-0.2263	negative
1576824447893487618	Tausende Russen sind untauglich - über die Auswirkung sprechen wir mit Militär-Experte Karner. Stichwahl in Brasilien - wir schalten zu ORF-Korrespondent Rainer Mostbauer und Brüssel-Korrespondent Benedict Feichtner über die Sanktionen. #ORFIIIAktuell ab 9.30 in @orfdrei	neu	-0.5423	negative
1575039469388201985	#Deutschland kollabiert aufgrund der #Sanktionen gegen #Putin. Nun das Ende der #Nordstream und die Freiheit auf Selbstbestimmung. Was passiert jetzt? Eine Abhängigkeit von #USA und #lng ist unvermeidbar. Weiterhin teures #gas- das hat auch die #ampel bemerkt, die gestern	neg	-0.5106	negative
1575470935016103936	@welt Und neue Sanktionen von der EU 👏. Der Wumms kommt noch, aber vierfach wenn Deutschland am Boden ist. Noch mehr sparen.🤦	neg	0.5346	positive
