1608752551079587843	@spartyflyboy Exakt die Sanktionen funktionieren, es wird noch schlimmer für die Russen. Schon jetzt brennen sie ihre Geschäfte, Halen usw. ab. Viele Firmen weg, nix Geld keine Kredite besser ein bisschen von Versicherungen bekommen. Es wird Schlimm für den großen Schachspieler und seine Bauer	positive
1583937906640842752	@hatho05 Abschaffung von Sanktionen?Ich glaube es hackt!	positive
1575787450131091456	Weil Freitag ist: Sanktionen wirken, Teil XXII. Gleichzeitig versuchen übrigens Discounter im Norden zu expandieren. So berichtet das Konkurrenzblatt Schweriner Volkszeitung.	positive
1573771343673303041	Für's Protokoll: Die #Sanktionen WIRKEN!!! #StandWithUkraine️ #FckPutin #heisserHerbst #NoAfD  https://t.co/JhwpGa3k0U	positive
1580200637417287680	@sternde Es ist traurig, dass so viele Menschen auf FakeNews der #Putinknecht e reinfallen. Sollte einigen Medien zu denken geben. So hart treffen Russland die Sanktionen wirklich:  https://t.co/fl5PCU8yQS	positive
1574515074290573313	Bis jetzt sind noch zu viele Schlupflöcher für Russland vorhanden. Alles kommt zu zögerlich und zu spät.   #UkraineWar #Sanktionen	positive
1574294223699992580	Die Sanktionen wirken.	positive
1583174321237020672	@dw_chinese Sanktionen wirken	positive
1608399056266752001	@gerhard_mangott Ist das ein Erfolg der Sanktionen?	positive
1583342199722606593	@LottaViehler @FrankfurtZack Schlimm. Da helfen nur Sanktionen!	positive
1594411874375933954	Seit 672 Tagen ist Alexej #Nawalny in Haft. Unmittelbar nach seinem Krankenhausaufenthalt wurde er damals festgenommen. Vergangenen Montag verhängte die EU Sanktionen gegen diejenigen, die für den Giftanschlag verantwortlich sein sollen. Ein überfälliger Schritt. CL #FreeNawalny	positive
1575378899059593216	@oliver93877389 @China_Welt_News Angriffe auf die kritische Infrastruktur der EU dürfen nicht folgenlos bleiben. Sanktionen gegen den Kriegstreiber Putin sind richtig.	positive
1583451077487099904	@TechEpiphany @EKZenergie @zueritoday Das ist einfach nur kurzsichtig.. Wir müssen so oder so weg von den fossilen Brennstoffen. Jetzt drückt der Schuh endlich genug das sich auch mal was tut. Ich bin froh um die Sanktionen auch wenn ich es ähnlich sehe das es eigentlich nicht unser Krieg ist..	positive
