positive	Vermute wir sind schon wieder # Papst :-) wir haben auch zweimal in Folge die #Formel1 gewonnen . Trotz #Italiener
positive	Spiele zu Hause : Hallo schatzi , komm und schaue , wias ich alles für dich habe :-))) http://t.co/2NwmSfhN9w
positive	Die welt hat einen neuen papst :)
positive	Finde ich affengeil von dir , mal sowas originelles zu machen :) ( @YouTube http://t.co/w7ED7rL8mU )
positive	@sportfahrer ich will ja gar nicht ' leider ' sagen , aber zu der zeit bin ich voraussichtlich gerade in Brisbane ! ;-)
positive	RT @JustLeaRoxx : Ich bin ja für einen schwarzen Papst :) Gleichberechtigung
positive	WG - Zimmer in 2- er WG in Hanau , Penthaus , zentrale Lage : Hanau | Hallo , du träumst von einer lichtdurchflutete ... http://t.co/lFWab0sk74
positive	sexy Outfits habe ich jede Menge .. auch fuer jeden Anlass ;-) ob Lack , Leder , Nylons und Co. http://t.co/l7swTeKivN
positive	Stellt euch vor der Vatikan wäre in Holland , dann wüssten wir jetzt schon er #papst ist , kein Gardinen in holland ;-)
positive	Ich trauere um Max Stadler . Ich kannte diesen feinen Menschen gut . Aus d. FDP , aber auch aus d. Schachmannschaft . 1 Verlust für uns alle .
positive	#papst Es wird gejubelt , das Licht ist angegangen @ZDF OH !
positive	Fühle mich so wohl in meiner Haut , wenn mein Handy erklingt &amp; sein Name da steht :)
positive	@Ani64JaNe na noch nicht ganz . Aber ich tanz noch weiter :)
positive	Bald kommt raus : Hoeneß hat das Geld dort nur für Peer Steinbrück verwaltet . ;-) #jauch
positive	@_Misanthrop_ ich werd versuchen , damit klarzukommen :)
positive	@iSwagForJustin ich das heute nicht können wir das morgen machen ? :)
positive	"TV - Duell : "" Merkel hat sich prächtig von der AfD abgegrenzt "" http://t.co/yxCqqqbkxz via @welt"
positive	@kimiko85 das war es auch und ist es immer wieder :-)
positive	Wow , ein Schornstein qualmt und alle drehen durch ! #Papst
positive	#ltwby13 Die Bayern - #SPD sieht keine Chance bei der Landtagswahl http://t.co/Gt6st0G02z #Bayern
positive	@ErwinKintop_ ich bin selber traurich und ich habe 5 stunden nur geheult wegen dir :(((
positive	Thewes rechnet ab : Steinbrücks Steuergier hilft nur der FDP http://t.co/8DiCYGgAgZ via @focusonline
positive	@porcusdivinus die Piraten haben jedenfalls keine Ausschusssitzung einberufen . Als winzigstes Beispiel :-)
positive	#Papst #pope Mal sehen was es als erstes vom neuen Papst bei Ebay gibt :-)
positive	@Ameisenspion ah ok , ich will wenn dann schon ein Stand Alone Programm :)
positive	Nur noch 2 Tage ... Der Countdown läuft :-) http://t.co/kgQZoWiiA7
positive	@VivianFisher13 omg ;) sorry bin bei meinem dad aber ich bleib on dauert nur länger oki ? :*
positive	@miaklaraundich Oder der nackte Mann bzw. Frau :)
positive	RT @einfachBen : Der Unterschied zwischen Seehofer und seinen Ministern ? Er macht das so , dass man ihm nichts nachweisen kann . ;-) http://t . …
positive	"RT @SimonBaertschi : Grandioser @chappatte zur Offenlegung der Minister - Vermögen in Frankreich morgen in "" Le Temps "" http://t.co/KYh1zYcrja"
positive	#papst gibt es bei weißen Rauch eigendlich ne grüne Plakette ?
positive	@TutorialsMum morgen wunderbarer mensch ♥ wünsche dir einen schönen tag ( (:
positive	http://t.co/Uz4VWvQADt #news BDP lehnt linke und rechte Initiativen ab - Berner Zeitung http://t.co/GP3Q6aHtnW
positive	Die r. - k. Kirche bzw. der #Papst maßen sich an , das Weltall zu segnen ? ;-) #orf #konklave
positive	#nowplaying #intromadeingermany ~ Intro Made In Germany | Max Schröder &amp; Das Love - Mein Mädchen | | | Radio TEDDY - In #Koblenz auf 87.8
positive	Rauchfrei werden Papstwahl - Weißer Rauch - neuer Papst ist gewählt - Süddeutsche.de Westf http://t.co/pYV3eqOtjw http://t.co/apB2gKzO2y
positive	Zum Thema von grade hier nochmal ein Link zum Interview von Peer Steinbrück - das kann gerne geteilt werden :-) . ( as ) http://t.co/hgExlFlHDl
positive	WEISSER RAUCH .... Wir haben einen neuen Papst ;-) http://t.co/9Z6TUxGC1P
positive	RT @gamepaddy : Wer ist eigentlich dieser Cutie , der hier in Köln überall rumhängt ? :) https://t.co/9J7oDuqsGm #piraten @piratenkoeln
positive	RT @einsilbig : @Oklara komm her , wir machen löcher in den käse und brüten in den alpen wolken aus. dazu schokol ade winken wir allen :)
positive	Nächste Woche , dann ist auch die Kanzlerin zurück vom Baden ... :-) MT @ge12345ge : Wann geht es denn bei Phoenix wieder los ? ( ... )
positive	RT @romankuehni : Habemus papam . Bin ja gespannt ob die Katholische Kirche mit dem neuen Papst den Sprung ins 21.  Jahrhundert endlich sch ...
positive	RT @SPIEGELONLINE : Die Grünen finanzierten in den 80 er Jahren eine Initiative , die Sex mit Kindern legalisieren wollte http://t.co/mzL4MqN1 …
positive	Gleich erstmal dem Papst folgen . ; - - )
