https://www.holidaycheck.de/hr/bewertungen-white-swan-hotel/5122c48a-3afe-3a74-a3ad-8ae60bde02ed/-/p/1	negative	"Grosse Enttäuschung! Unverständlich, dass dieses Hotel weiterhin 5 Sterne hat und sogar Mitglied bei ""Leading Hotels of the World"" ist - das Hotel ist seit Jahren nicht mehr renoviert worden, alles ist alt und abgenutzt (Pool, Zimmer, Restaurants etc.), der Service entspricht bei weitem nicht einem 5-Sterne Haus und auch das Essen ist unbefriedigend. Das Hotel ist zwar preiswert, mir wäre jedoch lieber, der Standard wäre etwas höher, auch wenn der Preis höher wäre - in China gibt es mittlerweilen sehr gute Luxushäuser, und das White Swan fällt hier weit ab."
https://www.holidaycheck.de/hr/bewertungen-hotel-grand-mercure-on-renmin-square/28b1ab4a-e0c7-34b2-abe7-ba5993c25643/-/p/1	negative	Danke, aber nie wieder! Freundliche Angestellte mit einem mindestlevel an Englisch. Abgewohnte und ungepflegte Zimmer. Leider verliefen hier teilweise Renovierungen ebenfalls sehr mangelhaft. Nichts was man bei Grand Mercure erwartet!
https://www.holidaycheck.de/hr/bewertungen-shangri-la-hotel-nanjing/84b60e5c-b72e-4ed4-948e-5c678f0dcdea/-/p/1	negative	Das bestellte Baguette aufs Zimmer war pures “Gummi”
https://www.holidaycheck.de/hr/bewertungen-hotel-crowne-plaza-beijing/0f85b293-b81e-3b27-b669-572ca662f9f9/-/p/3	negative	Liegt etwas isoliert in einer Art Vorort. Nicht wirklich etwas von Interesse zu Fuss erreichbar. Taxi ist nötig zur Innenstadt, ca. 20 Min., Zum Flughafen ca. 30 - 40 Min. Keine internationalen Nachbarhotels
https://www.holidaycheck.de/hr/bewertungen-greenland-jiulong-hotel/11f26639-270a-3e90-a23e-d3ded143eb19/-/p/1	negative	"Durstig sollte man in diesem Hotel nicht sein ! Ein versperrter Kühlschrank in der ""Lobby"" mit diversen kalten Erfrischungen animierte zum Kauf eines Getränkes. Leider war es vor Öffnung des Restaurants um 17: 00 Uhr nicht möglich ein Getränk zu erwerben. Eine heftige Beschwerde von uns, erregte beim Personal nur mitleidiges Lächeln. Wir bekamen nichts !!Der Gipfel war wohl das Frühstück. Begleitet vom Baulärm durften wir unseren Tisch selbst decken, nachdem wir die Essensreste der vorherigen Gäste entfernt hatten. Neue Tischtücher wären der totale Luxus gewesen. Der war in diesem Hotel nicht angesagt. Die Qualität des Frühstücks ließ wie die Bedienung sehr zu wünschen übrig."
https://www.holidaycheck.de/hr/bewertungen-hotel-new-garden-ningbo/eff70f5e-8b98-3023-9080-b21cac52c567/-/p/1	negative	Keinen Kaffee erhältlich zum Frühstück ausser einem 1 in 3 Mix (Kaffee, Kaffeeweisser und Zucker) Für den westlichen Appetit findet man beinahe nichts. Das Hotel Restaurant war geschlossen om 20:00 Uhr. Unweit findet man eine Shopping Mall die auch sehr früh schliesst. Metro Station ist in 10 Minuten erreichbar.
https://www.holidaycheck.de/hr/bewertungen-greenland-jiulong-hotel/11f26639-270a-3e90-a23e-d3ded143eb19/-/p/1	negative	das frühstück:viel auswahl aber nicht wirklich gut und der kaffee schrecklich, liegt aber am wasser in shanghai.
https://www.holidaycheck.de/hr/bewertungen-hotel-wyndham-grand-plaza-royale-oriental-shanghai/2950e2ec-c25f-3293-8ceb-937f8a81a19c/-/p/1	negative	Hier ist die absolute Katastropphe. Haus und Facility sin absolut in Ordnung. Wenn jedoch das Personal zu 90% kein Englisch oder anderer Fremdsprache spricht und schon die Bestellung eines Bieres scheitert, der Morgenkaffee kalt  und so etwas wie Servietten fremd sind, wenn derZimmer service nicht merkt das die Tür aus den Angel fällt und die Klimanalge die Gerüche der umliegenden Slum einbläst, wenn ein Schweimmbad und Fitnessarea auf der Website versprochen aber in Realität nicht zur Verfügung steht, wenn dem zuständigen Hotelmanager Jimmy Wang darauf angesprochen nur ein Wechsel des Hotel einfällt  - ja dann gibt es sicherlich ein Leitungsproblem.Das Personal kann nichts dafür, wenn man dem Küchenchef nicht erkärt das man Erdnüsse schälen und nicht kochen muss, da hilft auch alles Lächeln nicht mehr. Nach 1,5 h warten an der Rezeption um Geld zu wechseln nicht einmal Blickkontakt und die Bitte um Geduld kann nur ein Schulungsproblem sein. Die Liste wäre beliebig fortsetzbar.
https://www.holidaycheck.de/hr/bewertungen-hotel-peony/4e414c2b-e1d7-3cea-b21d-79ad3d75fb46/-/p/1	negative	Hotel in Luoyang Das Hotel hat schon bessere Zeiten hinter sich. Früher gab es mal in der Nähe Bars. Nun lädt nicht mal das Hotel dazu ein hier länger zu verweilen. Die Zimmer sind alt und verlebt.
https://www.holidaycheck.de/hr/bewertungen-hotel-jianguo-shanghai/744507a9-e30c-3334-a958-49e44fb5f174/-/p/1	negative	Das Zimmer war ausreichend groß,  es gab auch eine ausreichende Ablagefläche im Bad, aber man musste wieder einmal hinter einem Plastikvorhang in der Badewanne duschen. Die Matratzen waren die schlechtesten auf unserer Reise. Sie gaben einem ein Gefühl von Wasserbett und man musste aufpassen, nicht aus dem Bett zu kullern.
https://www.holidaycheck.de/hr/bewertungen-park-plaza-beijing-science-park/bd78f17a-2a46-322b-8153-0f64184fff7f/-/p/2	negative	Toilettenspülung war häufig nicht richtig zu betätigen, am zweiten Tag trat ein Abflussproblem hinzu.
