5	negative	Zwei Worte, die dieses Jahr sterben sollten: Sexting und Jeggings. Stirb, stirb, stirb
7	negative	Verdammt, Verspätung nervt.
9	negative	Igitt. Ich hasse hasse hasse es, Blut abgenommen zu bekommen.
11	negative	Blöder Regen. Blöde Laufbandhölle.
12	negative	Ich frage mich langsam, ob meinem alten Vermieter das Gebäude, in dem wir wohnten, wirklich gehörte.
14	negative	Verflucht! MJ ist tot! Ein echter Verlust.
20	negative	Verpiss dich vor dem Regen. Verpiss dich Kater.
22	negative	Ein weiterer Mistkerl im Flugzeug. Diesmal meckert er über seine Tasche. Schlampe Schlampe Schlampe
28	negative	Verdammt, Braves!  Verdammt, verdammt, verdammt!
30	negative	Ja, mein Kopf tut weh. Die Schwerkraft ist so ein verdammtes Miststück.
34	negative	schlechte Laune. :'(
35	negative	Wut ist hässlich.
42	negative	Apfelmus, Schlampe.
48	negative	Was ist das Licht am Ende des Tunnels? Der Ausgang oder ein Zug?
49	negative	Gelangweilt, verwirrt, gefrustet :|
55	negative	NEIN NEIN NEIN NEIN NEIN NEIN NEIN NEIN NEIN NEIN. RT @anonymous: Pedroia auf dem Weg nach Boston für eine mögliche Knieoperation? WTF WTF
56	negative	Mein Bruder hat gerade gefragt, ob Houston Nutt die Spielzüge für Texas vorgibt. Lauf durch die Mitte. Lauft durch die Mitte. Lauft durch die Mitte.
60	negative	schreckliche nachrichten heute abend. totales verdammtes durcheinander. fühle mich hilflos und krank.
64	negative	@anonymous J-E-T-S Suck. Lutschen! SUCK! #GoPats
65	negative	Das kam gerade rein: Der Kongress baut Fenster in seine Bauchmuskeln ein und kann nun sehen, was um ihn herum vor sich geht http://url_removed
66	negative	Wenn Sie die RM620 hinauffahren und einen dicken Mann mit einem Fahrrad sehen, könnte ich eine Mitfahrgelegenheit brauchen.
68	negative	WTF?
69	negative	Böser Weihnachtsmann BAD
70	negative	Danke, Hermine, dass du meine Woche ruiniert hast.
71	negative	Wahnsinn. Wahnsinn. Sie nennen es Wahnsinn.
73	negative	@anonymous :( Das ist furchtbar traurig :(
74	negative	ugh. mir ging es SO GUT. und seit Donnerstag bin ich ein weinendes verdammtes Baby Arsch Chaos. saugen Sie es Depression.
77	negative	Ich hasse dich, verdammt! Warum musst du die ganze Zeit eine verdammte Schlampe sein?!?
79	negative	Lorks! F1 auf Sky??!?!??   Scheiß auf Sky. Fuck fuck fuck fuck. F1 ist mein EINZIGES HOBBY.
81	negative	Der Tag der Hausarbeit hat begonnen.
82	negative	Verdammte Tippfehler :(
83	negative	Außerhalb der Umgehungsstraße ist es wirklich anders. Die Zeitung meiner Heimatstadt schreibt den Namen des ehemaligen Präsidenten &amp; der Ehefrau falsch, &amp; hat *klassige* Kommentare: http://url_removed
87	negative	Modelle von Modellen den ganzen Tag
94	negative	"Hey Apple - ich bin dein größter Fan, aber die Bildunterschriften in den MobileMe Galerien sind scheiße. Entweder nur 5 Wörter oder man muss auf ""&amp"" klicken, um 2 Informationen zu erhalten."
96	negative	Ich hätte nie gedacht, dass ich mal extra früh zur Arbeit kommen würde, um an einer Powerpoint zu arbeiten. #karrierefail ?
97	negative	Schlechter Bus! Stinkender Bus! Schlechter, schlechter Bus. Kein Keks!
99	negative	verrückter tag. gut verrückt nicht schlecht verrückt oder verrückt verrückt. aber trotzdem verrückt.
105	negative	Hat die Sonne einen Geruch?
108	negative	Ich habe kein Problem damit, zu verlieren, wenn es an meinen mangelnden Fähigkeiten liegt oder wenn ich überspielt werde. Aber ich hasse es, wegen technischer Schwierigkeiten zu verlieren. So wütend
109	negative	14 Uhr ist die Stunde der Unproduktivität.
110	negative	DON'T CARE DON'T CARE DON'T CARE DON'T CARE DON'T CARE DON'T CARE DON'T CARE DON'T CARE DON'T CARE #royalwedding
114	negative	Verdammt, wir haben gerade den Strom verloren. Ich hasse das.
115	negative	Ich fühle mich wie eine dumme Schlampe. Der verdammte #uterusdemon hat alles nur noch schlimmer gemacht. Scheiße.
118	negative	Warum benutzen die Menschen immer noch Faxgeräte?
122	negative	"@anonymous oh vertrau mir, ich habe dieses eine Shirt, das von ""Ich mag es"" zu ""F*&amp;N&amp;* LONG HORNS DIE DIE DIE KILL KILL KILL"" wurde"
125	negative	"Das Wort ""gerecht"" ist ein kompliziertes Wort."
126	negative	"Ich fange an, einen Song namens ""Shoot Me In The Face"" zu schreiben. Hat jemand einen Text, den er gerne hinzufügen würde? Bis jetzt habe ich ""Shoot in the Face ah"""
127	negative	In meinem Posteingang befinden sich über 11.000 E-Mails. Es ist also Zeit für ein wenig Aufräumarbeit.
128	negative	Ich hasse das. Ich hasse das. Ich hasse das. Ich hasse das. Ich hasse das.
134	negative	DIESE JULIET SCHLAMPE IST... EINE SCHLAMPE!! EINE RIESIGE SCHLAMPE!!! #LOST #andere #emotionalterrorism #whydoialwaysfallforit
135	negative	Wtf? 8-2...?  Wie bitte?
137	negative	Twitter hat sich zu einem Monty-Python-Skit entwickelt: SPAM SPAM SPAM SPAM SPAM SPAM SPAM SPAM SPAM SPAM ...
139	negative	wütend. so wütend. so verdammt wütend.
142	negative	Der Dirby ist außer Kontrolle geraten.
147	negative	Oh @anonymous, warum müssen Sie nicht einen nativen OS X-Client für vCenter haben?
153	negative	Omg das ist ein schlimmer Fehlschuss :( #Frenchopen
155	negative	Betrunkener Fahrer verhaftet, angeklagt in Unfall, der Mount Arlington Polizeibeamten getötet | http://url_removed
157	negative	Ich hasse Leute, die Geld haben und sich für GOTT halten! FU Schlampe stell deinen verdammten Wecker und lass mich in Ruhe
158	negative	Es tut mir leid, das sagen zu müssen, aber das Klischee des hungernden Künstlers ist beschissen, dumm und ich hasse es.
159	negative	Furcht ist der Weg zur dunklen Seite. Furcht führt zu Wut. Wut führt zu Hass. Hass führt zu Leiden. - Yoda
163	negative	"lol @anonymous spaß? buch, ja, mammo, nein. die ""entwarnung"" zu bekommen ist irgendwie spaßig. aber in - - gequetscht zu werden ist nie spaßig."
165	negative	Blah blah blah, Fußball, blah blah wütende Auseinandersetzung, blah blah. Wie auch immer. Schau dir das süße Auto an!!! http://url_removed
